,Category,Message,Cleaned
1053,0,Jay's getting really impatient and belligerent,jay get realli impati belliger
1054,0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week in april le got off rudi on new yr eve but i wa snore they were drunk u bak at colleg yet my work send ink bath
1055,0,I'm at work. Please call,i work pleas call
1056,0,Then u drive lor.,then u drive lor
1057,0,Ard 515 like dat. Y?,ard like dat y
1058,0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell femal v throw we decid get
1059,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,eastend tv quiz what flower dot compar d violet e tulip f lili txt d e f now chanc win cash wkent p
1060,0,I'm working technical support :)voice process.networking field.,i work technic support voic process network field
1061,0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,i might come kerala day prepar take leav finalis dont plan travel visit need finish urgent work
1062,0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok not sure time tho sure get librari class will tri see point have good eve
1063,1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,we new local date area lot new peopl regist your area repli date start www flirtparti us repli
1064,0,"That's fine, I'll bitch at you about it later then",that fine i bitch later
1065,0,No my mum went 2 dentist.,no mum went dentist
1066,0,Once free call me sir. I am waiting for you.,onc free call sir i wait
1067,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meet u work tel shall work tomorrow
1068,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon u know ask date servic contact cant guess call now reveal po box m wu
1069,0,Jus finish bathing...,ju finish bath
1070,0,"alright, I'll make sure the car is back tonight",alright i make sure car back tonight
1071,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent we tri contact u today draw show prize guarante call land line claim c valid hr
1072,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u invit xchat thi final attempt contact u txt chat
1073,0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul im gettin juici gossip hospit two nurs talk fat gettin and one think she obes oyea
1074,0,Aight ill get on fb in a couple minutes,aight ill get fb coupl minut
1075,0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
1076,0,Where can download clear movies. Dvd copies.,where download clear movi dvd copi
1077,0,"Yep, by the pretty sculpture",yep pretti sculptur
1078,0,Convey my regards to him,convey regard
1079,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me watch surya movi pm vijay movi pokkiri
1080,0,You tell what happen dont behave like this to me. Ok no need to say,you tell happen dont behav like ok need say
1081,0,Can u get pic msgs to your phone?,can u get pic msg phone
1082,0,Send to someone else :-),send someon els
1083,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
1084,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,for love start attract feel i need everi time around first thing come thought i would start day end everi time i dream love everi breath name life happen around life name i would cri give happi take sorrow i readi fight anyon i love i craziest thing love i proov anyon girl beauti ladi whole planet i alway sing prais love i start make chicken curri end maki sambar life beauti get everi morn thank god day i would like say lot tell later
1085,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",fr ndship like needl clock though v r clock v r nt abl met evn v meet itz second bt v alwi stay conect gud
1086,0,I don't think he has spatula hands!,i think spatula hand
1087,0,You can never do NOTHING,you never noth
1088,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,you award sipix digit camera call landlin deliveri within day t cs box m bp yr warranti ppm p p
1089,0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorn today late lt decim gt min
1090,1,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent your mobil number award prize guarante call land line claim valid hr ppm
1091,0,Please da call me any mistake from my side sorry da. Pls da goto doctor.,pleas da call mistak side sorri da pl da goto doctor
1092,0,Where r we meeting?,where r meet
1093,0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well weather cali great but complex great you need car move freeli tax outrag but great place the sad part miss home
1094,0,Now only i reached home. . . I am very tired now. . I will come tomorro,now reach home i tire i come tomorro
1095,0,Ryder unsold.now gibbs.,ryder unsold gibb
1096,1,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscrib ur draw gift voucher b enter receipt correct an when elvi presley birthday txt answer
1097,0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,don fret i buy ovul test strip send you wont get til like march can send postal address u alright okay
1098,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,no gift you tri get throw cliff someth
1099,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,been ne thing interest did good birthday when u wrking nxt i start uni today
1100,0,You busy or can I come by at some point and figure out what we're doing tomorrow,you busi i come point figur tomorrow
1101,0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go bore depress sittin waitin phone ring hope wind drop though scari
1102,0,Black shirt n blue jeans... I thk i c Ì_...,black shirt n blue jean i thk c
1103,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorri lor i watch tv watch forgot check phone
1104,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,messag import inform o user today lucki day find log onto http www urawinn com fantast surpris await
1105,0,on hen night. Going with a swing,hen night go swing
1106,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love how goe day what i woke earli onlin wait hmmm italian boy onlin i see grin
1107,0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,from someon smoke everi time i smoke last two week call text want smoke
1108,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no get headach tri figur u trust math i promis o
1109,0,S s..first time..dhoni rocks...,s first time dhoni rock
1110,0,Ok ill tell the company,ok ill tell compani
1111,0,"Awesome, think we can get an 8th at usf some time tonight?",awesom think get th usf time tonight
1112,0,So that means you still think of teju,so mean still think teju
1113,0,"No I'm good for the movie, is it ok if I leave in an hourish?",no i good movi ok i leav hourish
1114,0,No no:)this is kallis home ground.amla home town is durban:),no kalli home ground amla home town durban
1115,0,So lets make it saturday or monday as per convenience.,so let make saturday monday per conveni
1116,0,Hey... What time is your driving on fri? We go for evaluation on fri?,hey what time drive fri we go evalu fri
1117,1,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",you price to claim call
1118,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,i go lunch wif famili aft dat go str orchard lor
1119,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bore speed date tri speedchat txt speedchat like em txt swap get new chatter chat pobox w wq p msg rcd
1120,0,Cancel cheyyamo?and get some money back?,cancel cheyyamo get money back
1121,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,do want anytim network min text new video phone five pound per week call repli deliveri tomorrow
1122,0,Ok.ok ok..then..whats ur todays plan,ok ok ok what ur today plan
1123,0,Good morning princess! How are you?,good morn princess how
1124,0,Aiyar sorry lor forgot 2 tell u...,aiyar sorri lor forgot tell u
1125,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,for take part mobil survey yesterday you text use howev wish get txt send txt t c www txt com p
1126,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,not tonight mate catch sleep thi new number way
1127,0,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",height oh shit situat a guy throw luv letter gal fall brother head who gay
1128,1,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cash balanc current maxim ur cash send hmv p msg
1129,0,"So check your errors and if you had difficulties, do correction.",so check error difficulti correct
1130,0,Howz pain?hope u r fine..,howz pain hope u r fine
1134,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake alreadi thanx e tau sar piah quit nice
1135,0,K do I need a login or anything,k i need login anyth
1136,1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place mani free request stchoic co uk wish for inform call
1137,0,LOL ... No just was busy,lol no busi
1138,0,What * u wearing?,what u wear
1140,0,Oh:)as usual vijay film or its different?,oh usual vijay film differ
1141,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i know u u know send chat let find onli p msg rcvd hg suit land row w j hl ldn year
1142,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?,have good day mine realli busi much tomorrow night
1143,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,and way send shade stuff and wonder
1144,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,realli i tot ur paper end long ago but wat u copi ju got use u happi lar i still haf studi
1145,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notifi sm good luck no futur market repli stop custom servic
1146,0,Babe ? I lost you ... :-(,babe i lost
1147,0,Ok... Help me ask if she's working tmr a not?,ok help ask work tmr
1148,0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,i drive rain then get caught e mrt station lor
1149,0,Not a drop in the tank,not drop tank
1150,0,(That said can you text him one more time?),that said text one time
1152,0,Ok i go change also...,ok go chang also
1153,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),girl mani local u r virgin r readi fil ur everi sexual need can u fil text cute p
1154,0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,did u find sitter kaitlyn i sick slept day yesterday
1155,0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorri man accident left phone silent last night check til i got
1156,0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey someth came last min think wun sign tmr hee
1157,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,he adult would learn experi there real danger i dont like peep use drug dont need but comment
1158,0,Hey! There's veggie pizza... :/,hey there veggi pizza
1159,0,Yun buying... But school got offer 2000 plus only...,yun buy but school got offer plu
1160,0,You sure your neighbors didnt pick it up,you sure neighbor didnt pick
1161,0,K. I will sent it again,k i sent
1164,0,Well. Im computerless. Time to make some oreo truffles,well im computerless time make oreo truffl
1165,0,"Haha yeah I see that now, be there in a sec",haha yeah i see sec
1166,0,I am not having her number sir,i number sir
1167,0,Lol now I'm after that hot air balloon!,lol i hot air balloon
1168,0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok bu if come soon come otherwis tomorrow
1169,0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msg r time pass they silent say i think u right also make u think least moment gd nt swt drm shesil
1170,0,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probabl swing roommat finish girl
1171,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u
1172,0,Happy new years melody!,happi new year melodi
1173,0,ÌÏ dun need to pick ur gf?,dun need pick ur gf
1174,0,Yay! You better not have told that to 5 other girls either.,yay you better told girl either
1175,0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horribl u eat mac eat u forgot abt alreadi rite u take long repli i thk toot b b prepar now wat shall eat
1176,0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",did say fantast i chanc anyth need bigger life lift lose live think i would first person die n v q
1177,0,Just nw i came to hme da..,just nw came hme da
1178,0,"I'm outside islands, head towards hard rock and you'll run into me",i outsid island head toward hard rock run
1179,0,To day class is there are no class.,to day class class
1180,0,I'm in chennai velachery:),i chennai velacheri
1181,0,You flippin your shit yet?,you flippin shit yet
1182,0,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec break lt gt cstore
1183,0,Am i that much bad to avoid like this?,am much bad avoid like
1184,0,"Yo, you around? Just got my car back",yo around just got car back
1185,0,Annoying isn't it.,annoy
1186,0,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorn today late lt gt min
1187,0,There's no point hangin on to mr not right if he's not makin u happy,there point hangin mr right makin u happi
1188,0,All will come alive.better correct any good looking figure there itself..,all come aliv better correct good look figur
1189,0,In that case I guess I'll see you at campus lodge,in case i guess i see campu lodg
1190,0,We're done...,we done
1191,0,Come to my home for one last time i wont do anything. Trust me.,come home one last time wont anyth trust
1192,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,i night worri appt it shame miss girl night quizz popcorn hair
1193,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,sex ur mobil free sexi pic jordan just text babe then everi wk get sexi celeb pocketbab co uk pic wk
1194,0,Ok... C ya...,ok c ya
1195,1,You have 1 new voicemail. Please call 08719181503,you new voicemail pleas call
1196,0,What he said is not the matter. My mind saying some other matter is there.,what said matter my mind say matter
1198,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin goe wrong fault al de argument r fault fed himso bother hav go thanx xx
1199,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt
1200,0,Otherwise had part time job na-tuition..,otherwis part time job na tuition
1201,0,I know she called me,i know call
1202,0,"Me also da, i feel yesterday night  wait til 2day night dear.",me also da feel yesterday night wait til day night dear
1203,0,Thanks for understanding. I've been trying to tell sura that.,thank understand i tri tell sura
1204,1,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year suppli cd store ur choic worth enter weekli draw txt music ts cs www ldew com sub win ppmx
1205,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,the whole car appreci last two dad map read semi argument apart thing go ok p
1206,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",as sim subscrib select receiv bonu get deliv door txt word ok no claim p msg exp apr
1207,0,I need you to be in my strong arms...,i need strong arm
1208,0,Also maaaan are you missing out,also maaaan miss
1209,0,His bday real is in april .,hi bday real april
1210,0,Guessin you ain't gonna be here before 9?,guessin gonna
1211,0,Ok then i will come to ur home after half an hour,ok come ur home half hour
1212,0,"Yo, the game almost over? Want to go to walmart soon",yo game almost want go walmart soon
1213,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probabl sure ilol let u know person i wuldnt bother ur goin i mite well
1214,0,I'll text now! All creepy like so he won't think that we forgot,i text all creepi like think forgot
1215,0,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",would good i phone tomo lunchtim shall i organis someth
1216,1,You have 1 new voicemail. Please call 08719181513.,you new voicemail pleas call
1217,0,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
1218,0,K..k..i'm also fine:)when will you complete the course?,k k also fine complet cours
1219,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true it passabl and get high score appli phd get year salari so make life easier
1220,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no nokia tone ur mob everi week just txt nok st tone free get txtin tell ur friend p tone repli hl info
1221,0,Prakesh is there know.,prakesh know
1222,0,Teach me apps da. When you come to college.,teach app da when come colleg
1223,0,Rofl betta invest in some  anti aging products,rofl betta invest anti age product
1225,0,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receiv account anoth hr time sorri delay
1226,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,repli name address you will receiv by post week complet free accommod variou global locat www phb com ph p
1227,0,So Ì_'ll be submitting da project tmr rite?,so submit da project tmr rite
1228,1,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entri weekli comp send word enter now t c www textcomp com cust care
1229,0,Jus ans me lar. U'll noe later.,ju an lar u noe later
1230,0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,i want send someth sell fast lt gt k easi money
1231,0,have got * few things to do. may be in * pub later.,got thing may pub later
1232,0,1's finish meeting call me.,finish meet call
1233,0,Lol ok. I'll snatch her purse too.,lol ok i snatch purs
1234,0,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",hello drivbi quit edrunk sorri iff pthi make senrd dnot dancc drum n basq ihav fun nhite x ro xxxxxxx
1236,0,How much are we getting?,how much get
1237,0,Is ur paper in e morn or aft tmr?,is ur paper e morn aft tmr
1238,0,"Dear relieved of westonzoyland, all going to plan this end too!",dear reliev westonzoyland go plan end
1239,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope great new semest do wish best you made great
1240,0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh ye i speak txt u hmm did u get email
1241,0,"I want to show you the world, princess :) how about europe?",i want show world princess europ
1242,0,Nobody can decide where to eat and dad wants Chinese,nobodi decid eat dad want chines
1243,0,No shoot me. I'm in the docs waiting room. :/,no shoot i doc wait room
1244,0,Now? I'm going out 4 dinner soon..,now i go dinner soon
1245,0,Hello which the site to download songs its urgent pls,hello site download song urgent pl
1246,0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",i know u mean king havin credit i goin bed night night sweet onli sleep
1247,0,Horrible gal. Me in sch doing some stuff. How come u got mc?,horribl gal me sch stuff how come u got mc
1248,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im not comin nite tell everi im sorri me hope u ava goodtim oli rang melnit ifink it mite b sort but il explain everythin on mon l rs x
1251,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,pleas call immedi urgent messag wait
1252,0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goe like friend imma flip shit like half hour
1253,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say wan go go then shun bian watch da glass exhibit
1254,0,What your plan for pongal?,what plan pongal
1255,0,Just wait till end of march when el nino gets himself. Oh.,just wait till end march el nino get oh
1256,0,"Not yet chikku..going to room nw, i'm in bus..",not yet chikku go room nw bu
1257,0,Am also doing in cbe only. But have to pay.,am also cbe but pay
1258,0,Honey boo I'm missing u.,honey boo i miss u
1259,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",we sent jd custom servic cum account execut ur mail id for detail contact us
1260,0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo i parent gettin cash good news pick downstem
1261,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much when skype wit kz sura didnt get pleasur compani hope good we given ultimatum oh we countin aburo enjoy
1262,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungri gay guy feel hungri call p min to stop text call p min
1263,0,Ok. No wahala. Just remember that a friend in need ...,ok no wahala just rememb friend need
1264,0,I will see in half an hour,i see half hour
1265,0,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmus listen weirdest track ever leafcutt john sound like insect molest someon plumb remix evil men acid
1266,0,\Hey sorry I didntgive ya a a bellearlier hunny,hey sorri i didntgiv ya bellearli hunni
1267,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,serious tell her those exact word right now
1268,1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,can u get phone now i wanna chat set meet call now u cum moro luv jane xx call minmoremobsemspobox po wa
1269,0,"Tee hee. Off to lecture, cheery bye bye.",tee hee off lectur cheeri bye bye
1270,0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorri chikku cell got problem tht nt abl repli u msg u
1271,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,if still havent collect dough pl let know go place sent get control number
1272,0,Ok...,ok
1273,1,network operator. The service is free. For T & C's visit 80488.biz,network oper the servic free for t c visit biz
1274,0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact i settl room let know ok
1275,0,Wot u up 2 u weirdo?,wot u u weirdo
1276,0,Can do lor...,can lor
1277,0,Dont put your phone on silent mode ok,dont put phone silent mode ok
1278,0,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,can meet as depend wan lor
1279,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,wait tv show start lor u leh still busi ur report
1280,0,Oh ho. Is this the first time u use these type of words,oh ho is first time u use type word
1281,0,Am I the only one who doesn't stalk profiles?,am i one stalk profil
1282,0,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quot ever told jerri cartoon a person who irrit u alway is one who love u vri much but fail express it gud nyt
1283,0,Yes i thought so. Thanks.,ye thought thank
1284,0,But if she.s drinkin i'm ok.,but drinkin ok
1285,0,"Just wondering, the others just took off",just wonder other took
1286,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
1287,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",what dog must i alway wait till end day word did run time cell alreadi
1288,0,Happy new year to u too!,happi new year u
1289,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",hey great deal farm tour pm pax deposit may
1290,0,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,eat jap done oso aft ur lect wat got lect rite
1291,0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe i saw came onlin second disappear happen
1292,0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdat certif april real date today but dont publish i shall give special treat keep secret ani way thank wish
1293,0,Happy birthday... May all ur dreams come true...,happi birthday may ur dream come true
1294,0,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok alreadi lar e nydc wheellock
1295,0,TELL HER I SAID EAT SHIT.,tell her i said eat shit
1296,0,Sure! I am driving but will reach my destination soon.,sure i drive reach destin soon
1297,0,"K so am I, how much for an 8th? Fifty?",k i much th fifti
1298,0,Your daily text from me ÛÒ a favour this time,your daili text favour time
1299,0,Great to hear you are settling well. So what's happenin wit ola?,great hear settl well so happenin wit ola
1300,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,those cocksuck if make feel better ipad worthless garbag novelti item feel bad even want one
1301,0,I tot u reach liao. He said t-shirt.,i tot u reach liao he said shirt
1302,0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran i decid go n e way im complet broke an knacker i got up bout c u mrw love janx p s thi is my dad fone no credit
1304,0,Your right! I'll make the appointment right now.,your right i make appoint right
1305,0,Designation is software developer and may be she get chennai:),design softwar develop may get chennai
1306,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credit new videosound logo musicnew get fun jamster co uk help call
1307,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli
1308,0,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,i jokin oni lar busi wun disturb
1309,0,"Ok, be careful ! Don't text and drive !",ok care don text drive
1310,0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",i alway even spirit i get bb soon just tri sure need
1311,0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r much close heart if u go away shatter plz stay
1312,0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,i love u babe r u sure everyth alrit is idiot txt bak girli
1313,0,How abt making some of the pics bigger?,how abt make pic bigger
1314,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got colour lor one colour quit light n e darker lor actual done style hair
1315,0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say ju walk wid littl amp i promis i bring back ur smile
1316,0,Why nothing. Ok anyway give me treat,whi noth ok anyway give treat
